   0.50   0.05   5.69
   0.49   0.10   5.69
   0.48   0.15   5.69
   0.46   0.19   5.69
   0.44   0.24   5.69
   0.42   0.28   5.69
   0.39   0.32   5.69
   0.35   0.35   5.69
   0.32   0.39   5.69
   0.28   0.42   5.69
   0.24   0.44   5.69
   0.19   0.46   5.69
   0.15   0.48   5.69
   0.10   0.49   5.69
   0.05   0.50   5.69
   0.00   0.50   5.69
  -0.05   0.50   5.69
  -0.10   0.49   5.69
  -0.15   0.48   5.69
  -0.19   0.46   5.69
  -0.24   0.44   5.69
  -0.28   0.42   5.69
  -0.32   0.39   5.69
  -0.35   0.35   5.69
  -0.39   0.32   5.69
  -0.42   0.28   5.69
  -0.44   0.24   5.69
  -0.46   0.19   5.69
  -0.48   0.15   5.69
  -0.49   0.10   5.69
  -0.50   0.05   5.69
  -0.50   0.00   5.69
  -0.50  -0.05   5.69
  -0.49  -0.10   5.69
  -0.48  -0.15   5.69
  -0.46  -0.19   5.69
  -0.44  -0.24   5.69
  -0.42  -0.28   5.69
  -0.39  -0.32   5.69
  -0.35  -0.35   5.69
  -0.32  -0.39   5.69
  -0.28  -0.42   5.69
  -0.24  -0.44   5.69
  -0.19  -0.46   5.69
  -0.15  -0.48   5.69
  -0.10  -0.49   5.69
  -0.05  -0.50   5.69
   0.00  -0.50   5.69
   0.05  -0.50   5.69
   0.10  -0.49   5.69
   0.15  -0.48   5.69
   0.19  -0.46   5.69
   0.24  -0.44   5.69
   0.28  -0.42   5.69
   0.32  -0.39   5.69
   0.35  -0.35   5.69
   0.39  -0.32   5.69
   0.42  -0.28   5.69
   0.44  -0.24   5.69
   0.46  -0.19   5.69
   0.48  -0.15   5.69
   0.49  -0.10   5.69
   0.50  -0.05   5.69
   0.50   0.00   5.69
   1.00   0.10   5.64
   0.98   0.20   5.64
   0.96   0.29   5.64
   0.92   0.38   5.64
   0.88   0.47   5.64
   0.83   0.56   5.65
   0.77   0.63   5.65
   0.71   0.71   5.65
   0.63   0.77   5.66
   0.56   0.83   5.66
   0.47   0.88   5.66
   0.38   0.92   5.67
   0.29   0.96   5.67
   0.20   0.98   5.68
   0.10   1.00   5.68
   0.00   1.00   5.69
  -0.10   1.00   5.69
  -0.20   0.98   5.70
  -0.29   0.96   5.70
  -0.38   0.92   5.71
  -0.47   0.88   5.71
  -0.56   0.83   5.72
  -0.63   0.77   5.72
  -0.71   0.71   5.73
  -0.77   0.63   5.73
  -0.83   0.56   5.74
  -0.88   0.47   5.74
  -0.92   0.38   5.74
  -0.96   0.29   5.74
  -0.98   0.20   5.75
  -1.00   0.10   5.75
  -1.00   0.00   5.75
  -1.00  -0.10   5.75
  -0.98  -0.20   5.75
  -0.96  -0.29   5.75
  -0.92  -0.38   5.75
  -0.88  -0.47   5.74
  -0.83  -0.56   5.74
  -0.77  -0.63   5.74
  -0.71  -0.71   5.74
  -0.63  -0.77   5.73
  -0.56  -0.83   5.73
  -0.47  -0.88   5.72
  -0.38  -0.92   5.72
  -0.29  -0.96   5.71
  -0.20  -0.98   5.71
  -0.10  -1.00   5.70
   0.00  -1.00   5.70
   0.10  -1.00   5.69
   0.20  -0.98   5.69
   0.29  -0.96   5.68
   0.38  -0.92   5.68
   0.47  -0.88   5.67
   0.56  -0.83   5.67
   0.63  -0.77   5.66
   0.71  -0.71   5.66
   0.77  -0.63   5.66
   0.83  -0.56   5.65
   0.88  -0.47   5.65
   0.92  -0.38   5.65
   0.96  -0.29   5.64
   0.98  -0.20   5.64
   1.00  -0.10   5.64
   1.00   0.00   5.64
   1.49   0.15   5.58
   1.47   0.29   5.59
   1.44   0.44   5.59
   1.39   0.57   5.59
   1.32   0.71   5.59
   1.25   0.83   5.60
   1.16   0.95   5.60
   1.06   1.06   5.61
   0.95   1.16   5.62
   0.83   1.25   5.62
   0.71   1.32   5.63
   0.57   1.39   5.64
   0.44   1.44   5.65
   0.29   1.47   5.66
   0.15   1.49   5.67
   0.00   1.50   5.68
  -0.15   1.49   5.69
  -0.29   1.47   5.70
  -0.44   1.44   5.71
  -0.57   1.39   5.73
  -0.71   1.32   5.74
  -0.83   1.25   5.74
  -0.95   1.16   5.75
  -1.06   1.06   5.76
  -1.16   0.95   5.77
  -1.25   0.83   5.78
  -1.32   0.71   5.78
  -1.39   0.57   5.79
  -1.44   0.44   5.79
  -1.47   0.29   5.80
  -1.49   0.15   5.80
  -1.50   0.00   5.80
  -1.49  -0.15   5.80
  -1.47  -0.29   5.80
  -1.44  -0.44   5.80
  -1.39  -0.57   5.80
  -1.32  -0.71   5.79
  -1.25  -0.83   5.79
  -1.16  -0.95   5.78
  -1.06  -1.06   5.78
  -0.95  -1.16   5.77
  -0.83  -1.25   5.76
  -0.71  -1.32   5.75
  -0.57  -1.39   5.74
  -0.44  -1.44   5.74
  -0.29  -1.47   5.73
  -0.15  -1.49   5.71
   0.00  -1.50   5.70
   0.15  -1.49   5.69
   0.29  -1.47   5.68
   0.44  -1.44   5.67
   0.57  -1.39   5.66
   0.71  -1.32   5.65
   0.83  -1.25   5.64
   0.95  -1.16   5.63
   1.06  -1.06   5.62
   1.16  -0.95   5.62
   1.25  -0.83   5.61
   1.32  -0.71   5.60
   1.39  -0.57   5.60
   1.44  -0.44   5.59
   1.47  -0.29   5.59
   1.49  -0.15   5.59
   1.50   0.00   5.59
   1.99   0.20   5.53
   1.96   0.39   5.53
   1.91   0.58   5.53
   1.85   0.77   5.54
   1.76   0.94   5.54
   1.66   1.11   5.55
   1.55   1.27   5.56
   1.41   1.41   5.57
   1.27   1.55   5.58
   1.11   1.66   5.59
   0.94   1.76   5.60
   0.77   1.85   5.62
   0.58   1.91   5.63
   0.39   1.96   5.65
