      1.00      0.10      0.22
      0.98      0.20      0.22
      0.96      0.29      0.21
      0.92      0.38      0.21
      0.88      0.47      0.21
      0.83      0.56      0.21
      0.77      0.63      0.21
      0.71      0.71      0.21
      0.63      0.77      0.21
      0.56      0.83      0.22
      0.47      0.88      0.22
      0.38      0.92      0.22
      0.29      0.96      0.22
      0.20      0.98      0.22
      0.10      1.00      0.22
      0.00      1.00      0.23
     -0.10      1.00      0.23
     -0.20      0.98      0.23
     -0.29      0.96      0.23
     -0.38      0.92      0.24
     -0.47      0.88      0.24
     -0.56      0.83      0.24
     -0.63      0.77      0.25
     -0.71      0.71      0.25
     -0.77      0.63      0.25
     -0.83      0.56      0.26
     -0.88      0.47      0.26
     -0.92      0.38      0.26
     -0.96      0.29      0.27
     -0.98      0.20      0.27
     -1.00      0.10      0.27
     -1.00      0.00      0.28
     -1.00     -0.10      0.28
     -0.98     -0.20      0.28
     -0.96     -0.29      0.28
     -0.92     -0.38      0.28
     -0.88     -0.47      0.28
     -0.83     -0.56      0.28
     -0.77     -0.63      0.28
     -0.71     -0.71      0.28
     -0.63     -0.77      0.28
     -0.56     -0.83      0.28
     -0.47     -0.88      0.28
     -0.38     -0.92      0.28
     -0.29     -0.96      0.27
     -0.20     -0.98      0.27
     -0.10     -1.00      0.27
      0.00     -1.00      0.27
      0.10     -1.00      0.26
      0.20     -0.98      0.26
      0.29     -0.96      0.25
      0.38     -0.92      0.25
      0.47     -0.88      0.25
      0.56     -0.83      0.24
      0.63     -0.77      0.24
      0.71     -0.71      0.24
      0.77     -0.63      0.23
      0.83     -0.56      0.23
      0.88     -0.47      0.23
      0.92     -0.38      0.23
      0.96     -0.29      0.23
      0.98     -0.20      0.22
      1.00     -0.10      0.22
      1.00      0.00      0.22
      1.99      0.20      0.16
      1.96      0.39      0.16
      1.91      0.58      0.15
      1.85      0.77      0.15
      1.76      0.94      0.15
      1.66      1.11      0.15
      1.55      1.27      0.15
      1.41      1.41      0.15
      1.27      1.55      0.15
      1.11      1.66      0.15
      0.94      1.76      0.15
      0.77      1.85      0.16
      0.58      1.91      0.17
      0.39      1.96      0.17
      0.20      1.99      0.17
      0.00      2.00      0.18
     -0.20      1.99      0.19
     -0.39      1.96      0.20
     -0.58      1.91      0.20
     -0.77      1.85      0.21
     -0.94      1.76      0.22
     -1.11      1.66      0.23
     -1.27      1.55      0.24
     -1.41      1.41      0.25
     -1.55      1.27      0.26
     -1.66      1.11      0.27
     -1.76      0.94      0.28
     -1.85      0.77      0.28
     -1.91      0.58      0.30
     -1.96      0.39      0.30
     -1.99      0.20      0.31
     -2.00      0.00      0.32
     -1.99     -0.20      0.33
     -1.96     -0.39      0.33
     -1.91     -0.58      0.33
     -1.85     -0.77      0.34
     -1.76     -0.94      0.34
     -1.66     -1.11      0.34
     -1.55     -1.27      0.34
     -1.41     -1.41      0.33
     -1.27     -1.55      0.33
     -1.11     -1.66      0.33
     -0.94     -1.76      0.33
     -0.77     -1.85      0.32
     -0.58     -1.91      0.31
     -0.39     -1.96      0.30
     -0.20     -1.99      0.30
      0.00     -2.00      0.29
      0.20     -1.99      0.28
      0.39     -1.96      0.27
      0.58     -1.91      0.26
      0.77     -1.85      0.25
      0.94     -1.76      0.24
      1.11     -1.66      0.24
      1.27     -1.55      0.23
      1.41     -1.41      0.22
      1.55     -1.27      0.21
      1.66     -1.11      0.20
      1.76     -0.94      0.20
      1.85     -0.77      0.19
      1.91     -0.58      0.18
      1.96     -0.39      0.17
      1.99     -0.20      0.17
      2.00      0.00      0.17
      2.99      0.29      0.11
      2.94      0.59      0.10
      2.87      0.87      0.10
      2.77      1.15      0.09
      2.65      1.41      0.09
      2.49      1.67      0.09
      2.32      1.90      0.09
      2.12      2.12      0.09
      1.90      2.32      0.09
      1.67      2.49      0.10
      1.41      2.65      0.10
      1.15      2.77      0.10
      0.87      2.87      0.11
      0.59      2.94      0.12
      0.29      2.99      0.13
      0.00      3.00      0.14
     -0.29      2.99      0.15
     -0.59      2.94      0.16
     -0.87      2.87      0.17
     -1.15      2.77      0.18
     -1.41      2.65      0.20
     -1.67      2.49      0.21
     -1.90      2.32      0.22
     -2.12      2.12      0.24
     -2.32      1.90      0.26
     -2.49      1.67      0.27
     -2.65      1.41      0.28
     -2.77      1.15      0.30
     -2.87      0.87      0.31
     -2.94      0.59      0.32
     -2.99      0.29      0.34
     -3.00      0.00      0.35
     -2.99     -0.29      0.36
     -2.94     -0.59      0.37
     -2.87     -0.87      0.37
     -2.77     -1.15      0.38
     -2.65     -1.41      0.38
     -2.49     -1.67      0.38
     -2.32     -1.90      0.38
     -2.12     -2.12      0.38
     -1.90     -2.32      0.37
     -1.67     -2.49      0.37
     -1.41     -2.65      0.36
     -1.15     -2.77      0.35
     -0.87     -2.87      0.34
     -0.59     -2.94      0.32
     -0.29     -2.99      0.31
      0.00     -3.00      0.30
      0.29     -2.99      0.29
      0.59     -2.94      0.27
      0.87     -2.87      0.26
      1.15     -2.77      0.24
      1.41     -2.65      0.23
      1.67     -2.49      0.22
      1.90     -2.32      0.20
      2.12     -2.12      0.19
      2.32     -1.90      0.18
      2.49     -1.67      0.17
      2.65     -1.41      0.15
      2.77     -1.15      0.15
      2.87     -0.87      0.14
      2.94     -0.59      0.13
