   1.00   0.10  -1.46
   0.98   0.20  -1.45
   0.96   0.29  -1.45
   0.92   0.38  -1.44
   0.88   0.47  -1.44
   0.83   0.56  -1.43
   0.77   0.63  -1.43
   0.71   0.71  -1.43
   0.63   0.77  -1.42
   0.56   0.83  -1.42
   0.47   0.88  -1.42
   0.38   0.92  -1.42
   0.29   0.96  -1.42
   0.20   0.98  -1.42
   0.10   1.00  -1.42
   0.00   1.00  -1.42
  -0.10   1.00  -1.42
  -0.20   0.98  -1.42
  -0.29   0.96  -1.43
  -0.38   0.92  -1.43
  -0.47   0.88  -1.43
  -0.56   0.83  -1.44
  -0.63   0.77  -1.44
  -0.71   0.71  -1.45
  -0.77   0.63  -1.45
  -0.83   0.56  -1.46
  -0.88   0.47  -1.46
  -0.92   0.38  -1.47
  -0.96   0.29  -1.47
  -0.98   0.20  -1.48
  -1.00   0.10  -1.48
  -1.00   0.00  -1.49
  -1.00  -0.10  -1.49
  -0.98  -0.20  -1.50
  -0.96  -0.29  -1.50
  -0.92  -0.38  -1.51
  -0.88  -0.47  -1.51
  -0.83  -0.56  -1.51
  -0.77  -0.63  -1.52
  -0.71  -0.71  -1.52
  -0.63  -0.77  -1.52
  -0.56  -0.83  -1.52
  -0.47  -0.88  -1.52
  -0.38  -0.92  -1.53
  -0.29  -0.96  -1.53
  -0.20  -0.98  -1.53
  -0.10  -1.00  -1.53
   0.00  -1.00  -1.52
   0.10  -1.00  -1.52
   0.20  -0.98  -1.52
   0.29  -0.96  -1.52
   0.38  -0.92  -1.51
   0.47  -0.88  -1.51
   0.56  -0.83  -1.51
   0.63  -0.77  -1.50
   0.71  -0.71  -1.50
   0.77  -0.63  -1.50
   0.83  -0.56  -1.49
   0.88  -0.47  -1.49
   0.92  -0.38  -1.48
   0.96  -0.29  -1.48
   0.98  -0.20  -1.47
   1.00  -0.10  -1.47
   1.00   0.00  -1.46
   1.99   0.20  -1.42
   1.96   0.39  -1.40
   1.91   0.58  -1.39
   1.85   0.77  -1.37
   1.76   0.94  -1.36
   1.66   1.11  -1.35
   1.55   1.27  -1.34
   1.41   1.41  -1.33
   1.27   1.55  -1.32
   1.11   1.66  -1.31
   0.94   1.76  -1.31
   0.77   1.85  -1.30
   0.58   1.91  -1.30
   0.39   1.96  -1.30
   0.20   1.99  -1.30
   0.00   2.00  -1.30
  -0.20   1.99  -1.30
  -0.39   1.96  -1.31
  -0.58   1.91  -1.32
  -0.77   1.85  -1.33
  -0.94   1.76  -1.34
  -1.11   1.66  -1.35
  -1.27   1.55  -1.36
  -1.41   1.41  -1.38
  -1.55   1.27  -1.39
  -1.66   1.11  -1.41
  -1.76   0.94  -1.43
  -1.85   0.77  -1.44
  -1.91   0.58  -1.46
  -1.96   0.39  -1.48
  -1.99   0.20  -1.50
  -2.00   0.00  -1.51
  -1.99  -0.20  -1.53
  -1.96  -0.39  -1.54
  -1.91  -0.58  -1.56
  -1.85  -0.77  -1.57
  -1.76  -0.94  -1.59
  -1.66  -1.11  -1.60
  -1.55  -1.27  -1.61
  -1.41  -1.41  -1.62
  -1.27  -1.55  -1.62
  -1.11  -1.66  -1.63
  -0.94  -1.76  -1.63
  -0.77  -1.85  -1.63
  -0.58  -1.91  -1.63
  -0.39  -1.96  -1.63
  -0.20  -1.99  -1.63
   0.00  -2.00  -1.62
   0.20  -1.99  -1.62
   0.39  -1.96  -1.61
   0.58  -1.91  -1.60
   0.77  -1.85  -1.59
   0.94  -1.76  -1.58
   1.11  -1.66  -1.57
   1.27  -1.55  -1.56
   1.41  -1.41  -1.55
   1.55  -1.27  -1.53
   1.66  -1.11  -1.52
   1.76  -0.94  -1.50
   1.85  -0.77  -1.49
   1.91  -0.58  -1.48
   1.96  -0.39  -1.46
   1.99  -0.20  -1.45
   2.00   0.00  -1.43
   2.99   0.29  -1.37
   2.94   0.59  -1.35
   2.87   0.87  -1.33
   2.77   1.15  -1.30
   2.65   1.41  -1.28
   2.49   1.67  -1.26
   2.32   1.90  -1.24
   2.12   2.12  -1.22
   1.90   2.32  -1.20
   1.67   2.49  -1.18
   1.41   2.65  -1.17
   1.15   2.77  -1.16
   0.87   2.87  -1.15
   0.59   2.94  -1.15
   0.29   2.99  -1.15
   0.00   3.00  -1.15
  -0.29   2.99  -1.15
  -0.59   2.94  -1.16
  -0.87   2.87  -1.18
  -1.15   2.77  -1.20
  -1.41   2.65  -1.22
  -1.67   2.49  -1.24
  -1.90   2.32  -1.26
  -2.12   2.12  -1.29
  -2.32   1.90  -1.32
  -2.49   1.67  -1.35
  -2.65   1.41  -1.38
  -2.77   1.15  -1.41
  -2.87   0.87  -1.44
  -2.94   0.59  -1.47
  -2.99   0.29  -1.51
  -3.00   0.00  -1.54
  -2.99  -0.29  -1.56
  -2.94  -0.59  -1.59
  -2.87  -0.87  -1.62
  -2.77  -1.15  -1.64
  -2.65  -1.41  -1.66
  -2.49  -1.67  -1.68
  -2.32  -1.90  -1.70
  -2.12  -2.12  -1.72
  -1.90  -2.32  -1.73
  -1.67  -2.49  -1.74
  -1.41  -2.65  -1.75
  -1.15  -2.77  -1.75
  -0.87  -2.87  -1.75
  -0.59  -2.94  -1.75
  -0.29  -2.99  -1.74
   0.00  -3.00  -1.73
   0.29  -2.99  -1.72
   0.59  -2.94  -1.71
   0.87  -2.87  -1.70
   1.15  -2.77  -1.68
   1.41  -2.65  -1.66
   1.67  -2.49  -1.64
   1.90  -2.32  -1.62
   2.12  -2.12  -1.60
   2.32  -1.90  -1.57
   2.49  -1.67  -1.55
   2.65  -1.41  -1.52
   2.77  -1.15  -1.50
   2.87  -0.87  -1.47
   2.94  -0.59  -1.45
   2.99  -0.29  -1.42
   3.00   0.00  -1.40
   3.98   0.39  -1.33
   3.92   0.78  -1.29
   3.83   1.16  -1.26
   3.70   1.53  -1.22
   3.53   1.89  -1.19
   3.33   2.22  -1.15
   3.09   2.54  -1.12
   2.83   2.83  -1.09
   2.54   3.09  -1.05
   2.22   3.33  -1.03
   1.89   3.53  -1.00
   1.53   3.70  -0.98
   1.16   3.83  -0.97
   0.78   3.92  -0.96
   0.39   3.98  -0.96
   0.00   4.00  -0.96
  -0.39   3.98  -0.97
  -0.78   3.92  -0.98
  -1.16   3.83  -1.00
  -1.53   3.70  -1.03
  -1.89   3.53  -1.06
  -2.22   3.33  -1.09
